home,away,home_goals,away_goals,played_on,neutral,competition_weight
Uruguay,Canada,1,0,2026-04-17,1,1.0
USA,Poland,1,1,2026-04-17,0,0.8
Senegal,Portugal,1,0,2026-04-18,0,0.8
France,Croatia,1,1,2026-04-18,0,0.8
Japan,Denmark,1,0,2026-04-18,1,1.0
Argentina,USA,6,0,2026-04-18,0,0.8
Canada,Uruguay,2,2,2026-04-19,0,0.8
Canada,Portugal,3,3,2026-04-19,0,0.8
Switzerland,Morocco,3,2,2026-04-19,1,1.0
France,Senegal,3,1,2026-04-19,0,0.8
Japan,Australia,1,1,2026-04-19,0,0.8
Belgium,Portugal,0,1,2026-04-19,0,0.8
South Korea,England,1,2,2026-04-19,0,0.8
Denmark,France,0,1,2026-04-19,0,0.8
Netherlands,France,0,1,2026-04-19,0,0.8
Denmark,Brazil,0,0,2026-04-20,0,0.8
Netherlands,Belgium,1,0,2026-04-20,0,0.8
Uruguay,Denmark,1,2,2026-04-20,0,0.8
Denmark,Argentina,2,1,2026-04-20,1,1.0
England,Ghana,4,0,2026-04-20,1,1.0
Netherlands,Uruguay,5,1,2026-04-20,0,0.8
Ghana,Argentina,1,3,2026-04-21,0,0.8
Mexico,Switzerland,1,0,2026-04-21,0,0.8
Brazil,Belgium,3,0,2026-04-22,0,0.8
Argentina,France,1,1,2026-04-22,0,0.8
Brazil,England,3,2,2026-04-22,0,0.8
Germany,Belgium,8,0,2026-04-23,0,0.8
Portugal,Netherlands,3,1,2026-04-23,0,0.8
Canada,Argentina,0,4,2026-04-24,0,0.8
South Korea,Italy,2,1,2026-04-24,0,0.8
Uruguay,Argentina,1,1,2026-04-24,0,0.8
Canada,Italy,1,2,2026-04-24,0,0.8
Netherlands,USA,0,0,2026-04-24,1,1.0
Uruguay,Argentina,2,0,2026-04-25,0,0.8
Germany,Belgium,3,3,2026-04-25,0,0.8
Canada,Croatia,0,0,2026-04-25,1,1.0
Australia,Switzerland,1,1,2026-04-26,1,1.0
Germany,Canada,3,0,2026-04-26,1,1.0
Uruguay,Australia,3,1,2026-04-26,0,0.8
USA,Italy,1,1,2026-04-26,0,0.8
Argentina,South Korea,7,0,2026-04-26,0,0.8
Poland,Portugal,1,2,2026-04-26,0,0.8
Senegal,South Korea,1,2,2026-04-26,0,0.8
Denmark,Argentina,1,0,2026-04-27,0,0.8
Poland,Switzerland,0,1,2026-04-27,0,0.8
USA,Portugal,4,1,2026-04-27,0,0.8
Belgium,Italy,4,1,2026-04-28,0,0.8
Brazil,South Korea,3,1,2026-04-28,1,1.0
France,South Korea,1,2,2026-04-28,0,0.8
Belgium,Switzerland,2,3,2026-04-28,1,1.0
England,Belgium,2,1,2026-04-28,0,0.8
USA,Belgium,4,2,2026-04-29,0,0.8
Japan,Canada,0,1,2026-04-29,0,0.8
Brazil,England,2,0,2026-04-29,0,0.8
Portugal,Italy,3,0,2026-04-29,1,1.0
South Korea,Canada,0,2,2026-04-29,1,1.0
Switzerland,Portugal,3,2,2026-04-29,0,0.8
Spain,Australia,3,0,2026-04-29,0,0.8
Japan,Germany,0,1,2026-04-30,0,0.8
Uruguay,Senegal,2,0,2026-04-30,0,0.8
South Korea,Italy,2,2,2026-04-30,0,0.8
Mexico,Denmark,2,1,2026-04-30,0,0.8
Ghana,South Korea,2,3,2026-04-30,0,0.8
Ghana,Morocco,1,2,2026-04-30,0,0.8
France,Germany,2,0,2026-04-30,0,0.8
South Korea,France,0,2,2026-04-30,1,1.0
Australia,Belgium,0,0,2026-05-01,1,1.0
Poland,Canada,3,1,2026-05-01,0,0.8
Japan,USA,0,1,2026-05-01,1,1.0
Germany,Switzerland,4,1,2026-05-01,0,0.8
Senegal,South Korea,2,1,2026-05-01,0,0.8
Denmark,England,0,0,2026-05-01,0,0.8
Mexico,Brazil,0,1,2026-05-01,1,1.0
Australia,England,1,2,2026-05-01,1,1.0
France,Switzerland,1,1,2026-05-01,0,0.8
Senegal,Netherlands,0,2,2026-05-01,0,0.8
England,Belgium,2,1,2026-05-02,0,0.8
Australia,USA,2,5,2026-05-02,0,0.8
Morocco,Japan,2,0,2026-05-02,0,0.8
Argentina,Mexico,0,1,2026-05-03,0,0.8
Australia,Poland,3,1,2026-05-03,1,1.0
Australia,Ghana,1,6,2026-05-03,0,0.8
Denmark,Germany,0,1,2026-05-03,1,1.0
England,Italy,1,2,2026-05-03,0,0.8
Mexico,Belgium,4,2,2026-05-03,0,0.8
Netherlands,USA,3,1,2026-05-03,0,0.8
Belgium,Mexico,3,1,2026-05-04,0,0.8
Morocco,Belgium,0,0,2026-05-04,0,0.8
Mexico,Portugal,0,0,2026-05-04,0,0.8
Spain,Canada,3,0,2026-05-04,0,0.8
Japan,Netherlands,0,2,2026-05-04,1,1.0
France,Mexico,4,0,2026-05-04,0,0.8
USA,Brazil,0,1,2026-05-05,0,0.8
Morocco,Australia,1,0,2026-05-05,0,0.8
Netherlands,Croatia,3,1,2026-05-05,1,1.0
Morocco,Portugal,0,0,2026-05-05,1,1.0
Switzerland,Uruguay,0,0,2026-05-05,1,1.0
Belgium,Netherlands,0,1,2026-05-05,0,0.8
Portugal,Belgium,1,0,2026-05-05,0,0.8
Italy,Brazil,0,2,2026-05-05,1,1.0
Australia,France,0,5,2026-05-05,0,0.8
Ghana,Netherlands,0,0,2026-05-06,1,1.0
USA,Belgium,0,1,2026-05-06,0,0.8
Morocco,Italy,1,1,2026-05-06,1,1.0
Argentina,Germany,0,0,2026-05-06,0,0.8
Netherlands,Senegal,2,0,2026-05-06,0,0.8
Argentina,Uruguay,1,1,2026-05-06,0,0.8
Italy,Ghana,2,0,2026-05-06,0,0.8
England,Croatia,0,1,2026-05-07,1,1.0
Uruguay,England,1,0,2026-05-07,1,1.0
Netherlands,Italy,3,1,2026-05-07,0,0.8
Canada,Uruguay,5,0,2026-05-07,0,0.8
Croatia,South Korea,2,1,2026-05-07,1,1.0
England,Brazil,1,0,2026-05-07,1,1.0
Portugal,Netherlands,1,2,2026-05-08,0,0.8
Belgium,Italy,1,1,2026-05-08,0,0.8
Mexico,Switzerland,1,0,2026-05-08,0,0.8
Spain,USA,2,1,2026-05-08,1,1.0
Poland,Argentina,0,0,2026-05-08,1,1.0
Argentina,England,1,3,2026-05-08,0,0.8
Senegal,Canada,2,2,2026-05-08,1,1.0
France,Denmark,2,0,2026-05-08,1,1.0
USA,England,3,3,2026-05-08,0,0.8
Germany,Denmark,4,3,2026-05-08,0,0.8
Morocco,Denmark,2,1,2026-05-08,0,0.8
Morocco,England,0,2,2026-05-09,1,1.0
Belgium,Argentina,3,1,2026-05-09,0,0.8
Portugal,Australia,4,1,2026-05-09,1,1.0
Italy,Morocco,3,0,2026-05-09,0,0.8
Spain,Morocco,0,2,2026-05-09,0,0.8
Morocco,USA,1,0,2026-05-09,1,1.0
Portugal,France,0,0,2026-05-09,0,0.8
Uruguay,Mexico,1,0,2026-05-10,1,1.0
Denmark,Poland,1,0,2026-05-10,0,0.8
USA,Croatia,3,0,2026-05-10,0,0.8
South Korea,USA,0,0,2026-05-10,1,1.0
Senegal,Italy,2,3,2026-05-10,1,1.0
USA,Uruguay,0,0,2026-05-10,0,0.8
Argentina,South Korea,2,1,2026-05-11,1,1.0
Brazil,Morocco,3,0,2026-05-11,1,1.0
Denmark,Canada,1,0,2026-05-11,0,0.8
Poland,Uruguay,3,0,2026-05-11,0,0.8
Japan,Poland,3,0,2026-05-11,0,0.8
Argentina,South Korea,5,0,2026-05-11,0,0.8
Italy,Switzerland,5,2,2026-05-11,0,0.8
Netherlands,South Korea,0,0,2026-05-11,0,0.8
Belgium,Italy,1,3,2026-05-12,1,1.0
Croatia,Italy,3,0,2026-05-12,0,0.8
Japan,Germany,1,0,2026-05-12,0,0.8
Denmark,Brazil,2,2,2026-05-13,0,0.8
Denmark,Australia,3,0,2026-05-13,0,0.8
England,Brazil,2,2,2026-05-13,0,0.8
Denmark,England,0,3,2026-05-14,0,0.8
Morocco,Portugal,0,1,2026-05-14,0,0.8
Denmark,Brazil,2,2,2026-05-14,0,0.8
Ghana,Argentina,1,0,2026-05-14,1,1.0
Argentina,Senegal,2,2,2026-05-14,1,1.0
Croatia,Brazil,0,1,2026-05-14,0,0.8
Italy,Ghana,6,2,2026-05-15,0,0.8
Mexico,Portugal,1,0,2026-05-15,0,0.8
France,Poland,5,2,2026-05-15,0,0.8
Belgium,Poland,1,0,2026-05-16,1,1.0
Netherlands,England,2,0,2026-05-16,0,0.8
Croatia,Denmark,0,2,2026-05-16,0,0.8
Canada,South Korea,3,2,2026-05-16,0,0.8
Senegal,Australia,0,1,2026-05-16,0,0.8
Belgium,Canada,2,0,2026-05-16,0,0.8
Morocco,Germany,1,1,2026-05-16,1,1.0
Germany,Ghana,3,0,2026-05-18,0,0.8
Argentina,Denmark,5,0,2026-05-18,0,0.8
Germany,Croatia,1,2,2026-05-18,0,0.8
Netherlands,Australia,2,0,2026-05-18,0,0.8
Japan,Germany,2,1,2026-05-18,0,0.8
Uruguay,England,3,2,2026-05-19,0,0.8
Canada,South Korea,0,2,2026-05-19,1,1.0
Italy,Germany,0,3,2026-05-19,1,1.0
Mexico,Uruguay,4,1,2026-05-19,0,0.8
Poland,USA,3,1,2026-05-19,0,0.8
Netherlands,USA,1,0,2026-05-19,0,0.8
Morocco,Senegal,4,0,2026-05-19,0,0.8
Poland,Switzerland,1,1,2026-05-19,0,0.8
Japan,Denmark,1,1,2026-05-20,0,0.8
Brazil,Spain,3,1,2026-05-20,0,0.8
Australia,Croatia,0,0,2026-05-20,0,0.8
Brazil,Netherlands,0,0,2026-05-20,1,1.0
Denmark,Belgium,0,0,2026-05-20,0,0.8
Portugal,Germany,1,0,2026-05-20,0,0.8
Morocco,Ghana,3,2,2026-05-20,0,0.8
Belgium,USA,1,0,2026-05-20,0,0.8
Denmark,Italy,2,1,2026-05-20,0,0.8
Uruguay,Senegal,1,0,2026-05-21,1,1.0
Senegal,Argentina,2,2,2026-05-21,0,0.8
Denmark,Croatia,1,1,2026-05-21,0,0.8
USA,Germany,1,4,2026-05-21,1,1.0
Spain,Argentina,1,0,2026-05-22,0,0.8
Brazil,Japan,5,0,2026-05-23,0,0.8
Japan,Netherlands,0,1,2026-05-23,1,1.0
Brazil,Switzerland,2,0,2026-05-23,1,1.0
Spain,Italy,1,2,2026-05-23,0,0.8
Poland,Belgium,1,1,2026-05-23,1,1.0
South Korea,Canada,1,1,2026-05-24,0,0.8
Argentina,Germany,3,0,2026-05-24,0,0.8
Italy,France,1,1,2026-05-24,0,0.8
Uruguay,Denmark,2,0,2026-05-24,0,0.8
Italy,Denmark,0,0,2026-05-24,0,0.8
Mexico,Croatia,1,1,2026-05-24,0,0.8
Canada,Ghana,1,0,2026-05-24,0,0.8
Poland,Morocco,0,1,2026-05-25,1,1.0
Mexico,Morocco,2,4,2026-05-25,0,0.8
Mexico,Denmark,1,2,2026-05-25,0,0.8
Mexico,Australia,2,0,2026-05-25,1,1.0
Italy,Senegal,3,0,2026-05-25,0,0.8
Australia,Denmark,0,3,2026-05-25,0,0.8
Brazil,France,1,1,2026-05-26,1,1.0
England,Uruguay,2,0,2026-05-26,0,0.8
Ghana,Netherlands,1,2,2026-05-26,0,0.8
Japan,Portugal,0,3,2026-05-26,1,1.0
Morocco,Italy,2,2,2026-05-26,0,0.8
Australia,Spain,1,1,2026-05-27,0,0.8
Japan,Canada,3,0,2026-05-27,0,0.8
Denmark,Croatia,1,0,2026-05-27,0,0.8
Italy,Brazil,0,0,2026-05-27,1,1.0
England,Switzerland,2,2,2026-05-27,0,0.8
Mexico,Australia,2,3,2026-05-27,1,1.0
Australia,Germany,1,2,2026-05-28,1,1.0
Poland,Morocco,0,1,2026-05-28,0,0.8
Morocco,Belgium,2,2,2026-05-28,0,0.8
Australia,France,0,3,2026-05-28,0,0.8
Ghana,Portugal,3,4,2026-05-28,0,0.8
Spain,Ghana,2,1,2026-05-28,1,1.0
Portugal,Denmark,2,2,2026-05-28,0,0.8
Brazil,Portugal,1,2,2026-05-29,0,0.8
Uruguay,Denmark,3,0,2026-05-29,0,0.8
France,Croatia,0,1,2026-05-30,1,1.0
Spain,Morocco,2,1,2026-05-30,1,1.0
Italy,Germany,0,4,2026-05-30,0,0.8
Denmark,Argentina,1,3,2026-05-31,1,1.0
Spain,Australia,2,0,2026-05-31,0,0.8
Mexico,Italy,3,2,2026-05-31,0,0.8
Netherlands,Argentina,2,2,2026-05-31,0,0.8
Argentina,USA,2,2,2026-05-31,1,1.0
